tweet,product,emotion
mention soon in fact at sxsw you can play with it on an ipad at our booth are you at the convention,,Positive emotion
i the sound of madness link codes valid p  infektd sxsw zomb,,No emotion toward brand or product
mention sounds goodi look forward to learning moremy quick google to learn more also produced link sxsw,Google,Positive emotion
line for source code is even longer than for ipad  take that apple sxsw,,I can't tell
south by southwest google looks to a mobile future link sxsw,,No emotion toward brand or product
nerds spazzmatics at the quotparty like its quot party hosted by google link sxsw,,Positive emotion
well be spotlighting all our new mobile apps at sxsw but heres a peak at our ipad jobsearch app video link,,No emotion toward brand or product
sxsw hotspots by klout score score cluster a mention mention  mashup from mention and mention link,,No emotion toward brand or product
a google spreadsheet of over  parties at sxsw this year oo link,,No emotion toward brand or product
both foursquare and twitter launched slick new iphone apps this week conveniently in time for tech fest sxsw link rf,iPad or iPhone App,Positive emotion
contactless iphone payment system being trialled by visa amp anz bank due to apple boycotting existing nfc link sxsw,,No emotion toward brand or product
what a dissapointment rt mention new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by cont,iPad or iPhone App,Negative emotion
google possibly  launching a social media service  again sxsw link,Other Google product or service,Negative emotion
lol classic rt mention this googlebing qampa panel is like the worlds most expensive seo consultation sxsw,,No emotion toward brand or product
now discussing pubsubhubbub link fsw sxsw,,No emotion toward brand or product
in the session googles marissa mayer presents sxswlink sxsw marissagoogle,,No emotion toward brand or product
health sessions at sxsw via mention link,,No emotion toward brand or product
quotfoosspottingquot ap for iphone looks pretty good  there are some food guides for sxsw that will be useful later,iPad or iPhone App,Positive emotion
biggest issue selling through mention is not having ability to sell direct amp hv relationship with customer sxsw in newsapp,,No emotion toward brand or product
link  ssxsw showcasing artists torrent  songs for  preview at link fb sxsw npr,,No emotion toward brand or product
sxsw lost reward  finding an iphone g black case in the back of austin yellow cab  dropped off mention  today  call ,,No emotion toward brand or product
in the past  minutes i won an ipad and literally bumped into mention on the street thinking i should buy a lottery ticket sxsw,iPad,Positive emotion
iphone just autocorrected quotmerrierquot to quotnerdierquot i must be at sxsw,,No emotion toward brand or product
top  must have sxsw iphone apps link mobile,,No emotion toward brand or product
whats most important is simplicity fast easy to use amp readability when designing products at google says mention sxsw,,No emotion toward brand or product
photo just installed the sxsw iphone app which is really nice link,iPad or iPhone App,Positive emotion
the coolest iphone  amp ipad cases at sxsw check them out here at fastcompanygrill zazzlesxsw sxswi  link,,No emotion toward brand or product
google lost its way by caring too much for the business vs the users  mention psych sxsw,Google,Negative emotion
the longest line at sxsw is at the apple pop up store link,,No emotion toward brand or product
video cast of characters  standing in line in austin during sxsw buying an ipad   link,iPad,Positive emotion
my pen just ran out of ink maybe its a sign to go buy an ipad sxsw mention,,No emotion toward brand or product
locals must shop there tooprove the mkt rt mention apple to open temporary store for sxsw at th and congress link,,No emotion toward brand or product
if you just think of all the people who have a stroke each year your website needs to be ipad ready now poursite sxsw,iPad,Positive emotion
woot just won the google lego hackathon competition sxsw startupbus cle,Google,Positive emotion
mustresistmactemptation rt mention apple is opening up a temp store in downtown austin for sxsw   ipad  anyone,Apple,Positive emotion
sxsw mistakes made building mention for iphone plus how to see its source code link,iPhone,Negative emotion
sxsw mistakes made building netflix for iphone plus how to see its source code link,,No emotion toward brand or product
sxsw mistakes made building netflix for iphone plus how to see its source code link via mention,iPad or iPhone App,Negative emotion
about to start  google doodles burning man to pacman and beyond lets ser if i get new ideas for sapo sxsw,,No emotion toward brand or product
quotwe started google doc to crowdsource arab voices egyptians from all over world took shifts to help translatequot mention arabspring sxsw,,No emotion toward brand or product
 sxsw startups elevator pitches in  minutes ogilvy sydney sxsw podcast ep ausxsw link,,No emotion toward brand or product
at quotstaying alive  can indie iphone game development survivequot sxsw,,No emotion toward brand or product
google tested  shades of blue for link colors and it made a difference at scale the nuances really matter sxsw,,No emotion toward brand or product
from a poster he saw rt mention quotgoogle before you tweetquot is the new quotthink before you speakquot  mark belinsky tweets panel at sxsw,,No emotion toward brand or product
sxsw monster mash ipad and plush giveaway link,,No emotion toward brand or product
opened yesterday line too long to wait in just to look sxsw sxswi mention apple store sxsw link,Apple,Negative emotion
at the vestibule of the tempapple store  min wait for ipad atampt g  theyve replenished the supply sxsw,iPad,Positive emotion
apples austin popup store line are the corner sxsw  ipad  link,,No emotion toward brand or product
google testing a quotcheckinquot thingamajig in austin sxsw,,No emotion toward brand or product
any suggestions on iphone extended battery packs for sxsw,,No emotion toward brand or product
mention stop by austin details gallery to check out ipad art including some of mine link sxsw interactive art,,No emotion toward brand or product
at apple store at sxsw,,No emotion toward brand or product
touchingstories quotcomparing magazine jargon to interactive jargon to translate to the ipad appquot sxsw,,No emotion toward brand or product
touchingstories giving us the background to starting great to hear after yesterdays presos on uncertainty ipad andor tablet sxsw,,Positive emotion
touching stories designing digital magazines for the ipad at sxswlink sxsw,,No emotion toward brand or product
lego mindstorm battle of the bots at the google superhappydevhouse sxsw  link,,No emotion toward brand or product
mention strikes a pose amp hopes to win an  ipad sxsw link,,No emotion toward brand or product
google tests checkin offers at sxsw link,,No emotion toward brand or product
google tests checkin offers at sxsw link gt is google turning into a follower instead of a leader now via mention,,No emotion toward brand or product
google tests checkin offers at sxsw link via mention google sxsw app,,No emotion toward brand or product
google tests checkin offers at sxsw link via google sxsw checkin,,No emotion toward brand or product
sony samsung follow apple hp lead at sxswlink,,No emotion toward brand or product
sony samsung follow apple hp lead at sxsw link tech,,No emotion toward brand or product
i was so sure that mention could fix my broken iphone to bad he dosent have the magic hands to heal dead technology sxsw,,No emotion toward brand or product
about to surprise a customer waiting in line at the apple store in austin for the ipad  with an mention  sxsw cbatsxsw,iPad,Positive emotion
can you rsvp wo an iphone rt mention rsvp here gt link perfect attendance at sxsw   light bar lt please rt,,No emotion toward brand or product
ipad sxsw mention apple pop up store link,,No emotion toward brand or product
quotsxsw privacybootcamp for startups with mention mention mention and mention sounds like a fight waiting to happen can we add orin hatch,,No emotion toward brand or product
 sxsw artists categorized alphabetically in an easy access google spreadsheet link via link,,No emotion toward brand or product
is at sxsw celebrating the beauty of the web at the ie launch and giving away a free ipad to one lucky link,iPad,Positive emotion
after sxsw i will never again take a fully charged iphone for granted  pics edit tweet square apps zap,,I can't tell
great sxsw ipad app from mention link,iPad or iPhone App,Positive emotion
apple sxsw ipad line in austin link,,No emotion toward brand or product
so if sxsw is only a few days why would u spend the entire day and night in line at the apple store,,No emotion toward brand or product
apple sxsw popstore has ipads again gb wifi and gb wifi amp wifi g,iPad,Positive emotion
great sxsw session by googles marissa mayer on their local strategies hotpot d maps mobile ar marissagoogle,,No emotion toward brand or product
qagb sxsw timely rt mention bings search engine share continues to rise up to  google still tops at  link,Google,Positive emotion
happy sxsw cant make it to austin download the free featured artists of sxsw playlist on mention link,,No emotion toward brand or product
oh at sxsw oh thats just an ipad  i thought he was winning,iPad,Positive emotion
seenatsxsw best thing seen at sxsw so fara man begging on a street corner for the money for ipad  in front of the apple store sad,,No emotion toward brand or product
mention sweet bit pic are you an artist wwwzaggleorg is having an art contest for our iphone app check it out well be at sxsw,,No emotion toward brand or product
sxsw sxswi mention is holding a secret show ft mister heavenlymichael cera at  free beer at  location link,,No emotion toward brand or product
qagb sxswi rt mention despite drawing giant crowd googlebing qampa discussion is very inside baseball sxsw,,No emotion toward brand or product
day  sxswi wrapup with tracy shea mention and rick and bobby liebling mention  link sxsw hotsheet,,No emotion toward brand or product
mention swing by the mention trade show booth tomorrow so we can meet in person were right across from google sxsw,,No emotion toward brand or product
sxsw sxswparty matt damon upstairs at the google party maggie maes th st,,No emotion toward brand or product
yet the sxsw ipad popup store was flawless rt mention apple ipad  launch poor planning on apples part link,Apple,Negative emotion
ipad sxsw attendees queue at apples popup store for ipad  telegraph link via mention,iPad,Positive emotion
massive sxsw fail to run out of ipad mention should have had a semi full parked out front justsayin link,,Negative emotion
for any sxsw folk looking for ipad s the popup apple store still has some in stock a colleague just picked one up protip,,No emotion toward brand or product
sxsw is sxsw getting its own apple store the geeks criedyes the ipad  is coming but its coming this frid link,,No emotion toward brand or product
download sxsw go mobile app for blackberry android iphone ipad and windows phone   link sxsw sxsw android,,No emotion toward brand or product
i think sxsw has taken it upon itself to make it clear to me that a gen  iphone aint gonna cut it anymore,,Negative emotion
helpful sxsw hint  charge your iphone with your ipad charger to charge in  the time,,No emotion toward brand or product
yo this sxsw iphone app is illadef go,iPad or iPhone App,Positive emotion
wahoos sxsw party free beers tacos and ritas thurslink,,No emotion toward brand or product
current sxsw plan paper notepad viztalk iphone and ipad no keyboard computer netbook or laptop going ultralite,,No emotion toward brand or product
the big sxsw rumor google to launch ludicon based quotcirclesquot facebook killer supposedly mention already saw it and its ossum,Other Google product or service,Positive emotion
alright sxsw someone needs to buy my ipad link,,No emotion toward brand or product
all you sxsw tweeps check out our homies mention this thursday link,,No emotion toward brand or product
survive sxsw with mention live music app for iphone and android link,iPad or iPhone App,Positive emotion
quotat sxsw apple schools the marketing expertsquot link sxsw,Apple,Positive emotion
only at sxsw quotmy iphone will tell me you know what that means winningquot  mention,iPhone,Positive emotion
mention sxsw  first lecture why my phone should turn off the stove httpbitlyrewordappsxsw reword appstore,,No emotion toward brand or product
lifters at link googles league of extraordinary hckers mention sxsw,,No emotion toward brand or product
 rt mention new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by mashable,,No emotion toward brand or product
madmen rt mention hanging out with mention at the mention google industry partygood crowd  sxsw,,No emotion toward brand or product
agreed rt mention if u could afford to attend sxsw or buy an ipad today consider saving a few  for japan earthquake relief,,No emotion toward brand or product
come visit mention on aisle  across from google sxsw mention sxsw trade show w mention link,,No emotion toward brand or product
crazy  rt mention woah  dude at sxsw gets branded tattoo in exchange for ipad  no really link mention,,No emotion toward brand or product
gd idea rt mention quotgoogle before you tweetquot is the new quotthink before you speakquot  mark belinsky tweets panel at sxsw,,No emotion toward brand or product
ha wow rt mention apple opening temporary ipad  store to handle sxsw demand link,Apple,Positive emotion
hmmm rt mention google to launch major new social network called circles possibly today link sxsw,,No emotion toward brand or product
huuray rt mention in japan docomo introduced mobile apps six years before apple came out with app store jpmobilesummit sxsw,,No emotion toward brand or product
huzzah rt mention yes gowalla wins best andoid app at the team android choice awards thanks all sxsw,Android App,Positive emotion
im in rt mention rt mention google to launch major new social network called circles possibly today link sxsw,,No emotion toward brand or product
jaysis rt mention rt mention whoa line at the pop up apple store in downtown sxsw  link,,No emotion toward brand or product
lazers rt mention on display tonite link gsdm google industry party link sxsw,,No emotion toward brand or product
me too rt mention my agnerd confession using laptop ipad and blackberry to follow sxsw from afar to see agchat,iPad,No emotion toward brand or product
me too rt mention love it sxsw quotapple comes up with cool technology no ones ever heard of because they dont go to conferencesquot,Apple,Positive emotion
noh donlot mention mention new ubersocial for iphone now in the app store includes uberguide to sxsw cont link,,No emotion toward brand or product
nu user rt mention new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by mashable,,No emotion toward brand or product
sketchy rt mention apple to open temporary store for sxsw at th and congress link,,No emotion toward brand or product
so true rt mention if there was a popup store in austin that sold nothing but iphone battery extenders it would make so much money sxsw,,No emotion toward brand or product
thanks rt mention sxsw touchingstories great presentation on future of digital magazines link mention,,No emotion toward brand or product
thanks rt mention awesome presentation on digital magazines link touchingstories sxsw gsdm,,No emotion toward brand or product
thx for rt mention rt mention is it bad that i just want to go home and read my google reader feed geek sxsw,,Positive emotion
what  rt mention google to launch major new social network called circles possibly today link sxsw,,No emotion toward brand or product
woohoo rt mention mention hollergram app is killing it at sxsw link,iPad or iPhone App,Positive emotion
woohoo rt mention details for the ipad  giveaway coming tonight rt this sxsw sxswi,iPad,Positive emotion
woohoo rt mention the go game launches doityourself iphone scavenger hunts link via mention see you at sxsw,iPad or iPhone App,Positive emotion
xcitng rt mention sxsw approaching amp so are our soft launch plansandroid demo runningflyers printed and tshirts packed for austin,,No emotion toward brand or product
if ure at sxsw dont u have cooler things to do rt mention  am line at apple popup store it opens at  pm sxsw link,Apple,No emotion toward brand or product
someone at sxsw needs to host a race between the sms apps for iphone pink slips or probably something much cooler than that,,No emotion toward brand or product
someone at sxsw stole my ipad from mtg room abc and it wasnt even a new one talk about lame,,No emotion toward brand or product
friends at sxsw can you take some  views with  panorama  link  so i feel like im there ill gift you the app ,,Positive emotion
next up at sxsw ding dong with google and bing over search listings link whos here,,No emotion toward brand or product
spotted at sxsw man in need of an ipad   link sxswi,iPad,Positive emotion
spotted at sxsw table of three people with  phones an ipad and a macbook out gadgetoverload,,No emotion toward brand or product
gd dammit sxsw last year you stole my bike this year my iphone,,No emotion toward brand or product
are you at sxsw check out tokii in the the maple leaf digital lounge link wwwtokiicom,,No emotion toward brand or product
arrived at sxsw  never seen so much free advertising for mention products  link,,No emotion toward brand or product
find me at sxswi for info on how to get your free android phone from mention sxsw,,No emotion toward brand or product
kicking it s style at the mention party with mention and mention sxsw link link,,No emotion toward brand or product
sitting at a bar listening to music w  ppl who r all nose down on iphone waitress looks confused sxsw,,I can't tell
hmmm is it a bit weird that sxsw is not tending but google circle is,,No emotion toward brand or product
if you got a view master last night we cant wait to see your discs most popular wins an ipad  sxsw,,No emotion toward brand or product
in line at an impromptu quotpopupquotapple store at sxswlots of social media folk promoting apps including mention also saw mention in line,,No emotion toward brand or product
anyone got any news on the google circles social networking announcement at sxsw ,,No emotion toward brand or product
cant wait anymore  quotgoogle to launch major new social network called circlesquot via mention link google circles sxsw,Other Google product or service,Positive emotion
some great app interface examples  moma target flipboard cnn nba courtside mention ipad interfaces session sxsw,iPad or iPhone App,Positive emotion
crazy that apple is opening a temporary store in austin tomorrow to handle the rabid sxsw eye pad too seekers,,No emotion toward brand or product
new job at apple mention met the team that set up the sxsw apple store  set up whole place from nothing in  days great work,Apple,Positive emotion
 as right as rain  link  edchat musedchat sxsw sxswiclassical newtwitter,,No emotion toward brand or product
leo laport at apple popup store for sxsw  he is taping for  link ipadtoday,,No emotion toward brand or product
rockin out at the party lake its  party google aclu sxsw  mention maggie maes link,,No emotion toward brand or product
you cannot be winning at sxsw without getting the new ipad just ask mention itwillbemine link,iPad,Positive emotion
quotjust because somebody patented something doesnt meant theyre using itquot  mention google sxsw,,No emotion toward brand or product
apple just brought is water in the ipad line sxsw,,No emotion toward brand or product
deviantart buys  ipad s in austin tests muro drawing its super fast deviantart sxsw link,iPad,Positive emotion
won a gift certificate to apple at the nonprofit meetup hooray for nonprofits and apple sxsw ipadtime,Apple,Positive emotion
dont just create something new on ipad create comfort ex nytimes looks like a newspaper tapworthy sxsw,,No emotion toward brand or product
is content curation publishing is aggregated content effective with googlesavvy audiences sxsw mention,,No emotion toward brand or product
on exhibit daily during sxsw art from the ipad  austin details link,,No emotion toward brand or product
quotwhat design decisions do you make based on google analyticsquot crickets  if youre gonna use metrics they have to be actionable sxsw,,No emotion toward brand or product
sxsw what did you buy at the appleatxdt popup store do they have anything other than just ipad ,,No emotion toward brand or product
didnt get enough hacking on startupbus rsvp for superhappydevhouse on sunday in austin at sxsw link,,No emotion toward brand or product
funny that even cnn is saying to stay clear of austin apple store on friday ipad  launch cuz of sxsw link,Apple,No emotion toward brand or product
i can just feel the buzzrt mention google to launch major new social network called circles possibly today link sxsw,Other Google product or service,Positive emotion
some great free music   free tracks sxsw music sampler available on mention mention  fb,,No emotion toward brand or product
very smart from mention hollergram ipad app for sxsw link may leave my vuvuzela at home now,iPad or iPhone App,Positive emotion
the flight from sf to austin is filled with google tshirts and youtube fleeces sxsw,,No emotion toward brand or product
my biggest frustration with sxsw so far is no one looks where theyre going because glued to iphone,iPhone,Negative emotion
 we cant get no frustration link  edchat musedchat sxsw sxswi classical newtwitter,,No emotion toward brand or product
arrived at google and mention sxsw party awesome,Google,Positive emotion
staring at google calendar prepping for sxsw is giving me a headache but must set interactivefilm schedule soon,,No emotion toward brand or product
sxsw just got a samsung focus windows  phone at the android dev meetup were excited to try it out and build something,Android,Positive emotion
panel just got my head out of my ipad by saying quotlink out loud newsapps sxsw,,No emotion toward brand or product
amp what happened  rt mention mention putting a gun  mention headgive me your iphone sxsw link,,No emotion toward brand or product
terms that have high resonance right now sxsw marisa mater google maps and places hotspot,Other Google product or service,Positive emotion
if i dont have my iphone back by sxsw idk what ill dofollow the masses i guess,iPhone,Positive emotion
sxsw just helped mention charge her iphone with my newtrent imp battery pack i love this thing unpaid endorsement,iPhone,Positive emotion
happy that i won an ipad  at drupalcon but wishing i had it in hand should i buy one and return it firstworldproblems sxsw,iPad,Positive emotion
sitting at ihop drooling over the mention iphone app it does everything i would want it to awesome sxsw,iPad or iPhone App,Positive emotion
better get in line now rt mention apple is opening up a temp store in downtown austin for sxsw amp ipad  launch link,,Positive emotion
excitement in the social network space with googles circles link sxsw,Other Google product or service,Positive emotion
sxsw lost iphone in black parra hard case has pink clouds and thunderbolts on back email deshimention thanks,,No emotion toward brand or product
found lost iphone in ballroom d austin  last four digits  sxsw,,No emotion toward brand or product
ad jg buat iphone rt mention new ubersocial for iphone now in the app store includes uberguide to sxsw cont link,,No emotion toward brand or product
retrollect is now also in android market sxsw ,,Positive emotion
sxsw that is so cool apple has a pop up fundraising kiosk for japan at sxsw just kidding but a good idea,Apple,Positive emotion
best wurst late night decision ever  rt mention whoa line at the pop up apple store in downtown sxsw  link,,No emotion toward brand or product
google not launching a social network as reported at sxsw contrary to rumors  link,,No emotion toward brand or product
google not launching google circles social network today at sxsw maybe preview webpronews link,,No emotion toward brand or product
at a great legal panel about internet privacy security free speech issues w google facebook aclu attys sxsw,,No emotion toward brand or product
in my next life im coming back as an ipad  women cant keep their hands off this thing sxsw,iPad,Positive emotion
is it just me or are mention jokes on his sxsw keynote trying to hard but kind of flat  android spitzer etc,,No emotion toward brand or product
is it just me or has the mention client for android gotten really buggy lately sxsw to blame,Android,Negative emotion
my biggest mistake since south by southwest last year writin a book bout iphone photography instead of makin a photography iphone app sxsw,,No emotion toward brand or product
very smart move by apple a popup store during sxsw ipad s come out at pm tomorrow link,Apple,Positive emotion
just dont move here mention rt last day to get the lp austin iphone app for free link travel sxsw,,No emotion toward brand or product
off to get my badge then to find food and drink then figure out why my mention iphone is not roaming at sxsw then unpack priorities,iPhone,Negative emotion
i just got my custome iphone  case from mention sxsw  the artwork is my favorite blackbook piece by mention  link,iPhone,Positive emotion
the advent of accessible ebooks on the ipad will be viewed by future generations as a landmark for the blind sxsw poursite,iPad,Positive emotion
 percent of google searches are for local information sxsw,,No emotion toward brand or product
n night of the living dead link codes valid p  infektd sxsw necro,,No emotion toward brand or product
very smart of them quotapple set to open popup shop in core of sxsw actionquot  link sxsw apple,Apple,Positive emotion
huge shout out to gsdm amp google for the kick ass party tonight we had an unbelievable time sxsw,Google,Positive emotion
first get papa sangre on the iphone their panel was amazing and the game is totally awesome sxsw sxswi,iPad or iPhone App,Positive emotion
almost got plowed over by a stampede of wooing apple employees running to open the store sxsw,,No emotion toward brand or product
google hot pot  what the whattt potsxsw,Other Google product or service,No emotion toward brand or product
google hot pot  google  yelpstyle functionality combining map directions with user recommendations sxsw,,No emotion toward brand or product
google art project  like street view except in art museums around the world incl  billion pixel image of starry night dang sxsw,Other Google product or service,Positive emotion
free smart recorder for this weekend only link via mention iphone ipad sxsw,iPhone,Positive emotion
the secret search sauce  google and bing spill the beans google bing sxswlink,,No emotion toward brand or product
late night security guard at sxsw popup apple store link,,No emotion toward brand or product
talk about stem  google and lego hooking up for robot  showdown tonight   donating robots to area schools after the showdown gsdm sxsw,,No emotion toward brand or product
see you at sxsw   doing two talks mention link on androidchrome texttospeech and another on cellbots  sxsw,,No emotion toward brand or product
sxsw mint talks mobile app development challenges teases new ipad app link sxsw mobile,,No emotion toward brand or product
got a text that mention hit the reddit front page from moonshine i signed up for a data plan and checked it via my ipad sxsw nerds,iPad,Positive emotion
its about that time time to restock business cards charge the ipadcell phonecamera set alarms amp sleep off the days sxsw overload,,No emotion toward brand or product
in line at the apple sxsw pop up store in austin hot and sunny apple employees just delivered smart water to line wow  hr to go,Apple,Positive emotion
ill be at the sxsw apple store tonight handing out stickers amp coupons for mention dodo cases ipad,,No emotion toward brand or product
in line at the apple pop up store at sxsw squeal link,Apple,Positive emotion
in line at the apple store  about to loose my ipad virginity  sxsw ipad,iPad,Positive emotion
ill be at the austin convention center today w my mention fam showing my new iphone game sxsw,iPad or iPhone App,Positive emotion
ill be at the austin convention center today w my mention fam showing my new iphone game sxswquot whats sxsw mention,iPad or iPhone App,Positive emotion
tech meet the guy who bought the first ipad  at the sxsw apple popup store link,,No emotion toward brand or product
proof that the ipad  turns you into a douchebag sxsw link,iPad,Negative emotion
looking at the line for the pop up sxsw apple storei cant think of a single object i want that much,Apple,Negative emotion
gawking at the makeshift apple store sxsw sxswi mention apple store sxsw link photo,Apple,Positive emotion
talk about the power of peer pressure marketing at sxsw   i confess its making me think about it link,,No emotion toward brand or product
in line at the temp apple store at sxsw gotto get the ipad ,iPad,Positive emotion
funny that they are handing out earplugs at the sxsw googleaclu party are they going to announce some bad news they dont want tweeted,,No emotion toward brand or product
i wouldnt think of watching a big game or event without twitter and my ipad anymore futurecast sxsw,iPad,Positive emotion
guess what this crowd is lined up for ab ipad or mashhash party sxsw link,,No emotion toward brand or product
google set to launch new social network circles today at sxsw,,No emotion toward brand or product
apple set to open popup shop in core of sxsw action link,Apple,Positive emotion
apple set to open popup shop in core of sxsw action link via mention,,No emotion toward brand or product
apple set to open popup shop in core of sxsw action in downtown  austin link ipad,,No emotion toward brand or product
apple set to open popup shop in core of sxsw action in downtown austin link ipad,Apple,Positive emotion
cant wait to see mention on friday at the sxsw morning after party link,,No emotion toward brand or product
cant wait to see the internet implode in austin on friday when everyone stops all normal activity to order an ipad  sxsw,,Positive emotion
cant wait to see you champ rt mention ill be at the austin conv center today wmy mention fam showing my new iphone game sxsw,iPad or iPhone App,Positive emotion
right next to the google building sxsw mention hyatt place  arboretum link,,No emotion toward brand or product
imanidiot to wait in line for an ipad during sxsw but will have one mention apple store sxsw link,iPad,Positive emotion
i have yet to walk into a conference room where it doesnt look like an apple ad youd think there was nothing else sxsw,Apple,Negative emotion
talk about trying to steal the show rt mention apple popup store popping up in austin for sxsw link sxsw apple ipad,,No emotion toward brand or product
this tweet was sent from the popup apple store at th and congress sxsw austin,,No emotion toward brand or product
in line at what might very well be the popup apple store in austin sxsw ipad,,No emotion toward brand or product
at protect your privacy like its  mention party w mention amp mention sxsw,,No emotion toward brand or product
sxsw postmobile social party by mention link via mention you could win photography gear amp an ipad ,,No emotion toward brand or product
link lt google circles looms but do googles nerds get social via mention sxsw socialmedia,,No emotion toward brand or product
wowltltmention google to launch major new social network called circles possibly today link sxsw,Other Google product or service,Positive emotion
free quotpayments on the android platformquot webinar on march th  register today link sxsw  mr,,No emotion toward brand or product
free quotpayments on the android platformquot webinar on march th  register today link sxsw mr,,No emotion toward brand or product
text quotsxswquot to  for chance to win ipad drawing  at friends sxsw must be present to win see ya there link,,No emotion toward brand or product
experiment spending the last day of sxsw without my iphone overtweeting,,No emotion toward brand or product
sxsw lost iphone gs in black hard case with pink clouds and multicolor thunderbolts email deshimention reward,,No emotion toward brand or product
wait what seriously rt mention google doesnt place any value on your domain extension they are all equal sxsw qagb,,No emotion toward brand or product
nerd alert sent from my blackberry rt mention apple  opening up a temporary store for sxsw and the ipad  launch link,,No emotion toward brand or product
entrapment layer upon layer rt mention google circles will be  sxswquot,,I can't tell
oooh want rt mention recap from recycled skateboards these iphone cases link sxsw,Other Apple product or service,Positive emotion
very smart rt mention aapl to open pop up store for ipad  sales at sxsw link,iPad,Positive emotion
damm smart rt mention rt mention apple is opening up a temp store in austin for sxsw link via mention ipad,Apple,Positive emotion
last nights fun rt mention chilling with mention mention big hair station mention the google party  maggie mays sxsw link,,No emotion toward brand or product
sxsw whats up with the sxsw go app android faulty ,Android App,Negative emotion
link  rtmention google will launch major new social network called circles sxsw,,No emotion toward brand or product
so true rtmention at sxsw quotapple comes up with cool technology no ones ever heard of because they dont go to conferencesquot,Apple,Positive emotion
quotlotta hipsters here you could meet a guy in a fedora with an ipad quot mention to his assistant on the stage at sxsw,,No emotion toward brand or product
who i gotta sleep with at sxsw to score an ipad   the damn things are everywhere down here in austin,,Positive emotion
from the tabletphonelaptop evidence at sxsw they might as well call this country the united states of apple sxswsa,,No emotion toward brand or product
im a captain penguin now rt mention congrats to mention for getting to the next level in his fave ipad game pengairborne sxsw,iPad,Positive emotion
knitted staircase in attendance at sxsw party tomo pm hosted by mention amp mention link,,No emotion toward brand or product
franken takes a shot at apple app process cc mention stribpol sxsw calls audience quotjob creatorsquot,,No emotion toward brand or product
quotmistakes i made building netflix for the iphonequot incredible detail code wankery needs to give away hard copy sxsw netflixiphone,,No emotion toward brand or product
one guy stakes out the austin apple popup shop at sxsw for his ipad  link sxswi,,No emotion toward brand or product
mention takin galaxysg   test drive mention sxsw n c how tmobile g holds up in packed downtown atx austintx samsunggalaxys android,,No emotion toward brand or product
mention takin the mic at touchingstories ipad andor tablet sxsw  quotwhat does ipad do for a changing industryquot rock and roll brother,iPad,Positive emotion
mention taking sxsw notes on noteshelf  ipad recently downloaded notesplus typing and shape recognition and brushes animation,,No emotion toward brand or product
mention talk about sxsw and ipad is acceptable sun and warmth are not acceptable conversation topics sorry,iPad,Positive emotion
we cant talk about liquid exp without talking about the kindle showing examples of web kindle and iphone versions liquidux sxsw,,No emotion toward brand or product
mention talking about link  googles effort to allow users to have open systems bettercloud sxsw,,No emotion toward brand or product
everyone talking about sxsw is somehow making me upset im in europe and not america i wanna see the makeshift apple store ipad,Apple,Positive emotion
mention talking at sxsw from google its about location and fast fun amp future,,No emotion toward brand or product
mintcom talks mobile app development challenges teases new ipad app link via mention sxsw,,No emotion toward brand or product
tried installing mention on my iphone but it crashes every time i open it sxsw,iPad or iPhone App,Negative emotion
apple installs popup shop at sxsw apple is setting up a special popup shop for visitors link,Apple,Positive emotion
someone started an austin mention group in google groups presxsw great idea,Other Google product or service,Positive emotion
gary is starting a new show quotdaily grapequot for iphone only mention  thankyouecon sxsw,,No emotion toward brand or product
guy gets tattoo at sxsw so he could win a free ipad link sxsw tattoo ipad internet,,No emotion toward brand or product
guy gets tattooed with company logo to win an ipad  link sxsw,iPad,Positive emotion
if sxsw taught me anything its that i want an ipad  and i dont know why,iPad,Positive emotion
recyclematch google earth to headline cleantech panel at sxsw  on  mention pm follow hashtag saveustechies link,,No emotion toward brand or product
one to watch rt mention mention to launch major new social network called circles possibly today link sxsw,,No emotion toward brand or product
i just watched quotipad design headachesquot at sxsw buttons are a hack  tapworthy,iPad,Negative emotion
g is sketchy in austin for sxsw yet mention still works on my iphone dont know why not sure if i need to but i love it,iPhone,Positive emotion
dont bite any ears rt mention ill be at the austin convention center today w my mention fam showing my new iphone game sxsw,iPad or iPhone App,Positive emotion
last minute flight change to sxsw means i can pick up an ipad  before i leave fb,iPad,Positive emotion
warm tonite inside mention for free sxsw happy hour showing art from the ipad hosted by mention mention,,No emotion toward brand or product
need a late night snack mention discovered some filling options at sxswi recap day  link sxsw yum,,No emotion toward brand or product
sxsw quote of the day on ipad interface design quotif not relatable discoverablequot ipad digital,,No emotion toward brand or product
not to hate on the ipad but fleets of nerds armed with ipads navigating through crowds is as far from cool as ive ever seen sxsw,iPad,Negative emotion
seo webiste ranking qampa session with google and bing starring mention mention mention follow qagb if you are not at sxsw,,No emotion toward brand or product
yes i hate the fanboys still valid tho to those that waited for the ipad instead of enjoying sxsw link via mention,,No emotion toward brand or product
last minute venue change for eecms sxsw meetup at noon pecan st cafe link trinity and thish,,No emotion toward brand or product
day  latenight parties packed  session on designing for the ipad swoon nerdcore sxsw fb,iPad,Positive emotion
googlewebteam if youre going to sxsw and want to talk about html and css catch mention from the google webmaster team,,No emotion toward brand or product
